,0,1,2,3,4
451,bechtel,Bechtel, ,"$936,443,338",4
452,becton-dickinson,Becton Dickinson,BDX),"$340,097,988",11
453,bed-bath-and-beyond,Bed Bath & Beyond,BBBY),"$4,522,318",7
454,beech-fork-processing,Beech Fork Processing, ,"$61,040",5
455,behr-iron-and-metal,Behr Iron & Metal, ,"$1,556,587",8
456,beiersdorf,Beiersdorf, ,"$977,960",1
457,beijing-e-town-international-investment-,Beijing E-Town International Investment & Development, ,"$896,330",1
458,bekaert,Bekaert, ,"$443,289",15
459,bel-fuse,Bel Fuse,BELFB),"$137,459",4
460,belden,Belden,BDC),"$711,069",1
461,belden-brick,Belden Brick, ,"$263,271",12
462,bemis-manufacturing,Bemis Manufacturing, ,"$287,550",1
463,ben-e-keith-company,Ben E. Keith Company, ,"$316,984",1
464,benchmark-electronics,Benchmark Electronics,BHE),"$71,070",3
465,benteler-international,Benteler International, ,"$133,511",7
466,beretta,Beretta, ,"$125,283",3
467,berkshire-hathaway,Berkshire Hathaway,NYSE: BRK.B),"$543,121,980",201
468,berkshire-partners,Berkshire Partners, ,"$113,356",2
469,berry-global,Berry Global,BERY),"$908,641",43
470,bertelsmann,Bertelsmann, ,"$90,100,800",1
471,berthel-fisher,Berthel Fisher, ,"$1,950,604",11
472,best-buy,Best Buy,BBY),"$23,910,550",10
473,beth-israel-lahey-health,Beth Israel Lahey Health, ,"$27,373,275",4
474,bgc-partners,BGC Partners,BGCP),"$46,200,000",5
475,bhp-group,BHP Group,BHP),"$26,908,135",1
476,big-5-sporting-goods,Big 5 Sporting Goods,BGFV),"$2,615,650",3
477,big-lots,Big Lots,BIG),"$31,769,081",14
478,biglari-holdings,Biglari Holdings,BH),"$2,563,149",1
479,bilfinger,Bilfinger, ,"$32,547,663",1
480,billcom,Bill.com,BILL),"$206,010",5
481,bimbo-group,Bimbo Group, ,"$15,183,524",12
482,bio-rad-laboratories,Bio-Rad Laboratories,BIO),"$55,126,810",2
483,biocryst-pharmaceuticals,Biocryst Pharmaceuticals,BCRX),"$11,000",1
484,biogen-idec,Biogen Idec,BIIB),"$22,074,034",1
485,biotronik,Biotronik, ,"$4,900,000",1
486,bjs-wholesale-club-holdings,BJ's Wholesale Club Holdings,BJ),"$12,810,168",4
487,black-elk-energy-offshore-operations-llc,Black Elk Energy Offshore Operations LLC, ,"$5,843,736",17
488,black-hills-corp,Black Hills Corp.,BKH),"$394,134",1
489,black-mag-llc,Black Mag LLC, ,"$1,218,500",1
490,blackbaud,Blackbaud,BLKB),"$184,390",3
491,blackrock,BlackRock,NYSE: BLK),"$25,415,350",5
492,blackstone,Blackstone,NYSE: BX),"$206,549,953",3
493,bleachtech,BleachTech, ,"$286,586",3
494,bloom-energy,Bloom Energy,BE),"$115,459",1
495,bloomberg,Bloomberg, ,"$77,998,887",8
496,bloomin-brands,Bloomin' Brands,BLMN),"$27,271,656",16
497,blue-bell-creameries,Blue Bell Creameries, ,"$17,407,259",6
498,blue-ridge-mountain-resources,Blue Ridge Mountain Resources, ,"$250,000",1
499,bluecross-blueshield-of-south-carolina,BlueCross BlueShield of South Carolina, ,"$8,432,102",11
500,bluefire-renewables,BlueFire Renewables,BFRE),"$25,000",1
501,bluescope-steel,BlueScope Steel, ,"$2,228,801",1
502,bluetriton-brands,BlueTriton Brands, ,"$415,743",1
503,bluewater-energy-solutions,Bluewater Energy Solutions, ,"$706,000",2
504,bmw,BMW, ,"$298,375,342",5
505,bnp-paribas,BNP Paribas, ,"$12,147,863,950",10
506,boart-longyear,Boart Longyear,BOARF),"$547,738",37
507,bodycote-plc,Bodycote PLC,LSE: BOY),"$23,735",1
508,boehringer-ingelheim,Boehringer Ingelheim, ,"$786,201,089",2
509,boeing,Boeing,BA),"$3,944,202,402",8
510,boise-cascade,Boise Cascade,BCC),"$22,823,021",9
511,bojangles-inc,Bojangles Inc., ,"$93,326",2
512,bok-financial,BOK Financial,BOKF),"$2,100,521",2
513,bollinger-shipyards,Bollinger Shipyards, ,"$17,615,660",3
514,bombardier,Bombardier, ,"$1,040,402",24
515,bon-secours-mercy-health,Bon Secours Mercy Health, ,"$194,131,551",9
516,bon-ton-stores,Bon-Ton Stores, ,"$566,742",11
517,bonanza-creek-energy,Bonanza Creek Energy,BCEI),"$979,175",24
518,booking-holdings,Booking Holdings,Nasdaq: BKNG),"$13,429,750",2
519,boomerang-tube,Boomerang Tube, ,"$507,256",3
520,boot-barn-holdings,Boot Barn Holdings,BOOT),"$8,701",1
521,booth-energy,Booth Energy, ,"$4,015,119",252
522,booz-allen-hamilton,Booz Allen Hamilton,NYSE: BAH),"$3,370,664",1
523,boral-limited,Boral Limited, ,"$853,396",3
524,borgwarner,BorgWarner,BWA),"$30,053,934",3
525,boston-beer-co,Boston Beer Co.,SAM),"$3,710,000",5
526,boston-medical-center,Boston Medical Center, ,"$2,724,606",2
527,boston-properties,Boston Properties,BXP),"$12,500",1
528,boston-scientific-corp,Boston Scientific Corp.,BSX),"$1,644,674,202",10
529,bostwick-laboratories,Bostwick Laboratories, ,"$640,599",1
530,bouchard-transportation,Bouchard Transportation, ,"$49,800,433",6
531,boutique-air,Boutique Air, ,"$5,000",1
532,bouygues,Bouygues, ,"$5,113,778",1
533,boyd-gaming,Boyd Gaming,BYD),"$272,316",3
534,bozzutos,Bozzuto's, ,"$293,490",1
535,bp,BP,LSE: BP),"$35,706,415,921",228
536,brady-corp,Brady Corp.,BRC),"$314,215",4
537,brake-parts-inc,Brake Parts Inc., ,"$22,699",3
538,brambles,Brambles, ,"$23,833,851",10
539,brasfield-and-gorrie,Brasfield & Gorrie, ,"$142,327",2
540,braskem,Braskem, ,"$160,035,431",2
541,brattleboro-memorial-hospital,Brattleboro Memorial Hospital, ,"$1,655,000",1
542,breakthru-beverage-group,Breakthru Beverage Group, ,"$3,433,662",1
543,brenntag,Brenntag, ,"$4,801,831",2
544,bresee-trucking,Bresee Trucking, ,"$862,682",22
545,bridgestone,Bridgestone, ,"$532,685,578",2
546,bridgford-foods,Bridgford Foods, ,"$610,720",13
547,briggs-and-stratton,Briggs & Stratton, ,"$4,982,615",2
548,brighthouse-financial,Brighthouse Financial,BHF),"$54,000",3
549,brightview-landscapes,BrightView Landscapes, ,"$5,036,054",2
550,brinks,Brink's,BCO),"$638,636",8
551,brinker-international,Brinker International,EAT),"$46,715,622",10
552,bristol-hospital,Bristol Hospital, ,"$173,178",1
553,bristol-myers-squibb,Bristol-Myers Squibb,BMY),"$1,704,944,820",3
554,bristow-group,Bristow Group,VTOL),"$5,000",1
555,british-american-tobacco,British American Tobacco,LSE: BATS),"$310,567,870",17
556,brius-health-care,Brius Health Care, ,"$533,940",17
557,broadcom,Broadcom,AVGO),"$468,537,791",5
558,broadridge-financial-solutions,Broadridge Financial Solutions,BR),"$30,357",2
559,broadwind-energy,Broadwind Energy,BWEN),"$2,521,000",1
560,brookdale-senior-living,Brookdale Senior Living,BKD),"$3,649,455",3
561,brookfield-asset-management,Brookfield Asset Management,BAM),"$17,953,392",6
562,brookhaven-memorial-hospital-medical-cen,Brookhaven Memorial Hospital Medical Center, ,"$2,920,000",1
563,brookhaven-science-associates-llc,Brookhaven Science Associates LLC, ,"$1,309,596",3
564,brookshire-grocery,Brookshire Grocery, ,"$228,629",12
565,brookstone,Brookstone, ,"$1,514,400",1
566,brother-industries,Brother Industries, ,"$9,240",1
567,broward-health,Broward Health, ,"$69,500,000",1
568,brown-and-brown,Brown & Brown,BRO),"$5,978,050",3
569,brown-brothers-harriman,Brown Brothers Harriman, ,"$8,120,000",2
570,brown-forman,Brown-Forman,BF.B),"$255,233",1
571,brox-industries,Brox Industries, ,"$454,125",6
572,bruker,Bruker,BRKR),"$2,425,137",2
573,brunswick-corp,Brunswick Corp.,BC),"$9,789,042",12
574,bsi-sa,BSI SA, ,"$211,000,000",1
575,bt,BT,LSE: BT.A),"$28,000",1
576,buckeye-partners,Buckeye Partners,BPL),"$19,830,631",74
577,build-a-bear-workshop-inc,Build-A-Bear Workshop Inc.,BBW),"$642,934",1
578,builders-firstsource,Builders FirstSource,BLDR),"$662,265",45
579,bunge,Bunge,BG),"$16,275,378",18
580,burberry,Burberry, ,"$2,540,000",1
581,burlington-stores,Burlington Stores,BURL),"$31,984,291",7
582,burns-and-mcdonnell,Burns & McDonnell, ,"$6,300",1
583,bushmills-ethanol,Bushmills Ethanol, ,"$1,342,500",3
584,butterball-llc,Butterball LLC, ,"$11,135,647",3
585,buzzi-unicem,Buzzi Unicem, ,"$4,592,528",32
586,bwx-technologies,BWX Technologies,BWXT),"$1,202,382",11
587,c-and-d-disposal-technologies,C&D Disposal Technologies, ,"$6,320",1
588,c-and-s-wholesale-grocers,C&S Wholesale Grocers, ,"$24,297,850",15
589,cai-inc,C.A.I. Inc., ,"$1,519,750",2
590,ce-toland-and-son,C.E. Toland & Son, ,"$13,660",1
591,ch-robinson,C.H. Robinson,CHRW),"$23,150,657",4
592,cr-england,C.R. England, ,"$23,037,779",7
593,cabot-corp,Cabot Corp.,CBT),"$87,743,237",20
594,cabot-oil-and-gas,Cabot Oil & Gas,COG),"$9,365,928",11
595,caci-international,CACI International,CACI),"$1,832,278",1
596,caddell-construction,Caddell Construction, ,"$3,293,558",1
597,cadence-design-systems,Cadence Design Systems,CDNS),"$7,664,856",1
598,caesars-holdings,Caesars Holdings,CZR),"$13,608,204",1
599,cal-maine-foods,Cal-Maine Foods,CALM),"$683,984",7
600,calamp,CalAmp,CAMP),"$8,100,000",1
601,caleres-inc,Caleres Inc.,CAL),"$1,505,820",1
602,calfrac-well-services,Calfrac Well Services, ,"$6,033,325",1
603,california-physicians-service,California Physicians' Service, ,"$13,276,288",213
604,california-resources,California Resources,CRC),"$1,488,344",7
605,california-steel-industries,California Steel Industries, ,"$252,765",4
606,california-water-service-group,California Water Service Group,CWT),"$1,005,250",1
607,callaway-golf,Callaway Golf,ELY),"$63,575",3
608,callon-petroleum,Callon Petroleum,CPE),"$10,400",2
609,calportland,CalPortland, ,"$2,705,681",15
610,calumet-specialty-products,Calumet Specialty Products,CLMT),"$5,525,298",19
611,cambrex,Cambrex, ,"$131,124",1
612,camden-property-trust,Camden Property Trust,CPT),"$7,000",1
613,campbell-soup,Campbell Soup,CPB),"$13,122,191",6
614,camping-world-holdings,Camping World Holdings,CWH),"$90,939",7
615,campus-crest-communities-inc,Campus Crest Communities Inc., ,"$99,012",5
616,canadian-imperial-bank-of-commerce,Canadian Imperial Bank of Commerce,CM),"$206,086,598",7
617,canadian-national-railway,Canadian National Railway, ,"$17,569,545",605
618,canadian-pacific-railway,Canadian Pacific Railway,CP),"$4,786,489",236
619,canon,Canon, ,"$6,959,723",2
620,cantor-fitzgerald,Cantor Fitzgerald, ,"$15,197,000",7
621,capgemini,Capgemini, ,"$1,010,731",2
622,capital-city-bank-group,Capital City Bank Group,CCBG),"$835,045",1
623,capital-group,Capital Group, ,"$5,000",1
624,capital-one-financial,Capital One Financial,COF),"$774,853,432",9
625,capital-senior-living-corp,Capital Senior Living Corp.,CSU),"$136,162",4
626,capmark-bank,Capmark Bank, ,"$3,908,500",1
627,carahsoft-technology,Carahsoft Technology, ,"$110,005",7
628,carboflotta-group,Carboflotta Group, ,"$2,750,000",1
629,cardiac-associates-pc,"Cardiac Associates, P.C.", ,"$429,143",2
630,cardiff-marine,Cardiff Marine, ,"$2,400,000",1
631,cardinal-health,Cardinal Health,CAH),"$6,745,255,382",7
632,carefirst-of-maryland,CareFirst of Maryland, ,"$8,079,245",60
633,careone-management,CareOne Management, ,"$795,663",3
634,cargill,Cargill, ,"$175,890,743",69
635,caribbean-petroleum,Caribbean Petroleum, ,"$91,710,860",1
636,carilion-clinic,Carilion Clinic, ,"$506,390",1
637,caris-healthcare,Caris Healthcare, ,"$8,500,000",1
638,carlisle,Carlisle,CSL),"$1,718,152",18
639,carlson,Carlson, ,"$165,000",1
640,carlyle-group,Carlyle Group,CG),"$49,483,585",1
641,carmax,CarMax,KMX),"$1,905,853",10
642,carmeuse,Carmeuse, ,"$3,825,013",39
643,carnival-corp,Carnival Corp.,CCL),"$83,400,291",13
644,carpenter-company,Carpenter Company, ,"$478,437",14
645,carpenter-technology,Carpenter Technology,CRS),"$567,239",8
646,carriage-services-inc,Carriage Services Inc.,CSV),"$6,334",1
647,carrier-global-corporation,Carrier Global Corporation,CARR),"$12,750,051",6
648,carrix,Carrix, ,"$3,445,414",5
649,carters-inc,Carter's Inc.,CRI),"$8,000",1
650,carthage-area-hospital,Carthage Area Hospital, ,"$880,134",1
651,carvana-co,Carvana Co.,CVNA),"$1,114,863",2
652,cascades-inc,Cascades Inc., ,"$1,233,118",12
653,case-farms-chicken,Case Farms Chicken, ,"$1,200,956",22
654,casella-waste-systems,Casella Waste Systems,CWST),"$768,161",10
655,casey-company,Casey Company, ,"$977,801",5
656,caseys-general-stores,Casey's General Stores,CASY),"$12,407,240",4
657,cashcall-inc,CashCall Inc., ,"$165,866,561",30
658,catalent,Catalent,NYSE: CTLT),"$103,330",1
659,caterpillar-inc,Caterpillar Inc.,CAT),"$107,310,205",70
660,cathay-general-bancorp,Cathay General Bancorp,CATY),"$73,210",2
661,cathay-pacific-airways,Cathay Pacific Airways, ,"$62,196,500",1
662,catholic-health-services-of-long-island,Catholic Health Services of Long Island, ,"$31,839",2
663,catholic-health-system,Catholic Health System, ,"$6,036,510",2
664,cato-corp,Cato Corp.,CATO),"$3,500,000",1
665,cavco-industries,Cavco Industries,CVCO),"$678,042",19
666,cbl-properties,CBL Properties,CBLAQ),"$9,800",1
667,cboe-holdings,CBOE Holdings,CBOE),"$6,000,000",1
668,cbre-group,CBRE Group,CBRE),"$4,800,300",6
669,ccc-group,CCC Group, ,"$1,339,485",55
670,cdi-corp,CDI Corp., ,"$3,900,270",7
671,cdw,CDW,CDW),"$5,706,302",1
672,ceco-environmental-corp,CECO Environmental Corp.,CECE),"$34,605",3
673,cedar-fair,Cedar Fair,FUN),"$528,977",14
674,cedars-sinai-health-system,Cedars-Sinai Health System, ,"$1,668,256",1
675,cedyco-corporation,Cedyco Corporation, ,"$557,000",1
676,celadon-group,Celadon Group, ,"$42,574,478",1
677,celanese,Celanese,CE),"$4,604,739",23
678,celestica,Celestica,CLS),"$6,845,527",5
679,cementir-holding,Cementir Holding, ,"$33,854",2
680,cemex,Cemex, ,"$48,907,050",72
681,cenac-marine,Cenac Marine, ,"$525,000",1
682,cenovus-energy,Cenovus Energy, ,"$5,099,946",6
683,centene,Centene,CNC),"$1,081,263,168",9
684,centerlight-health-system,CenterLight Health System, ,"$63,398,159",4
685,centerpoint-energy,CenterPoint Energy,CNP),"$63,880,003",12
686,centra-health,Centra Health, ,"$9,483,709",1
687,centracare-health,CentraCare Health, ,"$506,650",1
688,central-freight-lines,Central Freight Lines, ,"$637,304",7
689,central-garden-and-pet-co,Central Garden & Pet Co.,CENTA),"$715,183",11
690,central-wire-industries-ltd,Central Wire Industries Ltd., ,"$18,625",2
691,centrus-energy,Centrus Energy,LEU),"$194,315",2
692,century-aluminum,Century Aluminum,CENX),"$23,945,457",4
693,century-communities,Century Communities,CCS),"$275,085",11
694,cenveo,Cenveo, ,"$245,026",4
695,cerberus-capital-management,Cerberus Capital Management, ,"$425,558,837",2
696,ces-environmental-services,CES Environmental Services, ,"$6,327,054",3
697,cf-industries,CF Industries,CF),"$195,764,185",18
698,cfmoto,CFMOTO, ,"$749,000",3
699,cgi-inc,CGI Inc.,GIB),"$624,897",4
700,championx-corporation,ChampionX  Corporation,CHX),"$133,124",7
701,champlain-enterprises-llc,Champlain Enterprises LLC, ,"$211,450",8
702,chaparral-energy,Chaparral Energy, ,"$254,841",12
703,charles-river-laboratories,Charles River Laboratories,CRL),"$1,825,289",1
704,charles-schwab-corp,Charles Schwab Corp.,SCHW),"$636,003,833",29
705,charleston-area-medical-center,Charleston Area Medical Center, ,"$2,517,000",1
706,chart-industries,Chart Industries,GTLS),"$46,261",4
707,charter-communications,Charter Communications,CHTR),"$244,838,474",13
708,chase-corp,Chase Corp.,CCF),"$26,839",2
709,chatham-asset-management,Chatham Asset Management, ,"$31,720,197",7
710,cheesecake-factory,Cheesecake Factory,CAKE),"$9,308,732",5
711,chefs-warehouse-inc,Chef's Warehouse Inc.,CHEF),"$7,000",1
712,chemchina,ChemChina, ,"$1,515,836,576",6
713,chemed,Chemed,CHE),"$119,175,680",2
714,chemical-and-metal-industries-inc,"Chemical & Metal Industries, Inc.", ,"$3,006,120",1
715,chemonics-international,Chemonics International, ,"$482,243",1
716,chemours,Chemours,CC),"$423,509,135",73
717,chemring,Chemring,LSE: CHG),"$6,617,140",1
718,chemsolv,Chemsolv, ,"$2,413,566",6
719,chemtrade-logistics,Chemtrade Logistics, ,"$13,952,905",22
720,cheniere-energy,Cheniere Energy,LNG),"$1,616,700",4
721,chesapeake-energy,Chesapeake Energy,CHK),"$56,165,512",1
722,chesapeake-utilities,Chesapeake Utilities,CPK),"$176,739",5
723,chevron,Chevron,CVX),"$1,088,898,715",352
724,chevron-phillips-chemical,Chevron Phillips Chemical, ,"$11,282,777",120
725,chi-mei-corporation,Chi Mei Corporation, ,"$339,023,318",3
726,chick-fil-a,Chick-fil-A, ,"$84,014",5
727,chickies-and-petes-inc,Chickie's & Pete's Inc., ,"$9,804,669",4
728,chicos-fas,Chico's FAS,CHS),"$1,527,527",3
729,childrens-hospital-los-angeles,Children's Hospital Los Angeles, ,"$27,173,253",5
730,childrens-national-medical-center,Children's National Medical Center, ,"$12,920,000",1
731,childrens-place-retail-stores,Children's Place Retail Stores,PLCE),"$2,701,867",4
732,china-airlines,China Airlines, ,"$40,382,900",1
733,china-southern-airlines,China Southern Airlines,ZNH),"$99,000",4
734,chipotle-mexican-grill,Chipotle Mexican Grill,CMG),"$42,426,503",5
735,chiyoda,Chiyoda, ,"$375,829",6
736,chobani,Chobani, ,"$40,833",3
737,choice-hotels-international,Choice Hotels International,CHH),"$376,012",13
738,chris-craft,Chris-Craft, ,"$63,329",2
739,christianacare,ChristianaCare, ,"$2,500,000",1
740,christus-health,CHRISTUS Health, ,"$19,442,530",5
741,chs-inc,CHS Inc., ,"$10,822,723",65
742,chubb-limited,Chubb Limited,NYSE: CB),"$202,168,692",4
743,chugach-alaska-corporation,Chugach Alaska Corporation, ,"$1,348,983",1
744,church-and-dwight,Church & Dwight,CHD),"$514,444",2
745,churchill-downs-inc,Churchill Downs Inc.,CHDN),"$8,399,000",1
746,cianbro,Cianbro, ,"$102,173",9
747,cigna,Cigna,CI),"$438,177,990",5
748,cimarex-energy,Cimarex Energy,XEC),"$423,899",1
749,cincinnati-financial,Cincinnati Financial,CINF),"$2,905,705",7
750,cinemark,Cinemark,CNK),"$2,930,165",3
751,ciner-resources,Ciner Resources,CINR),"$105,298",9
752,cineworld,Cineworld,LSE: CINE),"$2,026,188",15
753,cintas,Cintas,CTAS),"$44,715,986",23
754,circor-international,Circor International,CIR),"$519,983",5
755,cisco-systems,Cisco Systems,CSCO),"$82,723,000",1
756,citation-oil-and-gas,Citation Oil & Gas, ,"$4,082,196",3
757,citigroup,Citigroup,NYSE: C),"$25,540,645,217",99
758,citizens-financial-group,Citizens Financial Group,CFG),"$138,002,098",4
759,citizens-medical-center,Citizens Medical Center, ,"$21,750,000",1
760,citrix-systems,Citrix Systems,CTXS),"$2,625,000",1
761,civitas-solutions,Civitas Solutions, ,"$2,844,513",2
762,clariant,Clariant, ,"$1,564,914",13
763,clark-construction-group,Clark Construction Group, ,"$368,485",10
764,classic-plating-inc,Classic Plating Inc., ,"$1,694,280",5
765,clay-lacy-aviation-inc,Clay Lacy Aviation Inc., ,"$148,130",6
766,clayton-dubilier-and-rice,Clayton Dubilier & Rice, ,"$14,267,023",17
767,clean-earth-inc,Clean Earth Inc., ,"$4,070,718",29
768,clean-energy-fuels-corp,Clean Energy Fuels Corp.,CLNE),"$59,540",1
769,clean-harbors-inc,Clean Harbors Inc.,CLH),"$23,034,979",215
770,cleannet-usa,CleanNet USA, ,"$7,685,257",4
771,clear-channel-outdoor-holdings,Clear Channel Outdoor Holdings,CCO),"$91,567",5
772,clearwater-paper,Clearwater Paper,CLW),"$892,425",10
773,clemens-food-group,Clemens Food Group, ,"$110,951",5
774,cleveland-clinic,Cleveland Clinic, ,"$5,391,905",3
775,cleveland-cliffs,Cleveland-Cliffs,CLF),"$319,090,749",25
776,clorox,Clorox,CLX),"$2,900,721",2
777,cloud-peak-energy,Cloud Peak Energy,CLDPQ),"$106,258",10
778,clovis-oncology,Clovis Oncology,CLVS),"$20,000,000",1
