,name,ticker,year,penalty
3705,Alliance Resource Partners,ARLP),2010,"5,000"
3706,Alliance Resource Partners,ARLP),2010,"5,000"
3707,Alliance Resource Partners,ARLP),2008,"5,000"
3708,Alliance Resource Partners,ARLP),2011,"5,000"
3709,Alliance Resource Partners,ARLP),2009,"5,000"
3710,Alliance Resource Partners,ARLP),2009,"5,000"
3711,Alliance Resource Partners,ARLP),2008,"5,000"
3712,Alliance Resource Partners,ARLP),2010,"5,000"
3713,Alliance Resource Partners,ARLP),2008,"5,000"
3714,Alliance Resource Partners,ARLP),2008,"5,000"
3715,Alliance Resource Partners,ARLP),2011,"5,000"
3716,Alliance Resource Partners,ARLP),2009,"5,000"
3717,Alliance Resource Partners,ARLP),2009,"5,000"
3718,Alliance Resource Partners,ARLP),2013,"5,000"
3719,Alliance Resource Partners,ARLP),2013,"5,000"
3720,Alliance Resource Partners,ARLP),2011,"5,000"
3721,Alliance Resource Partners,ARLP),2014,"5,000"
3722,Alliance Resource Partners,ARLP),2012,"5,000"
3723,Alliance Resource Partners,ARLP),2012,"5,000"
3724,Alliance Resource Partners,ARLP),2011,"5,000"
3725,Alliance Resource Partners,ARLP),2013,"5,000"
3726,Alliance Resource Partners,ARLP),2015,"5,000"
3727,Alliance Resource Partners,ARLP),2015,"5,000"
3728,Alliance Resource Partners,ARLP),2016,"5,000"
3729,Alliance Resource Partners,ARLP),2018,"5,000"
3730,Alliant Energy,LNT),2013,"1,010,950,000"
3731,Alliant Energy,LNT),2014,"8,936,437"
3732,Alliant Energy,LNT),2015,"7,100,000"
3733,Alliant Energy,LNT),2013,"2,450,000"
3734,Alliant Energy,LNT),2015,"1,100,000"
3735,Alliant Energy,LNT),2008,"285,000"
3736,Alliant Energy,LNT),2015,"244,444"
3737,Alliant Energy,LNT),2011,"30,000"
3738,Alliant Energy,LNT),2004,"21,387"
3739,Alliant Energy,LNT),2019,"18,000"
3740,Alliant Energy,LNT),2021,"13,653"
3741,Alliant Energy,LNT),2000,"8,750"
3742,Alliant Energy,LNT),2014,"8,000"
3743,Alliant Energy,LNT),2010,"7,750"
3744,Alliant Energy,LNT),2001,"7,500"
3745,Alliant Energy,LNT),2013,"6,500"
3746,Allianz, ,2004,"50,000,000"
3747,Allianz, ,2015,"44,000,000"
3748,Allianz, ,2004,"18,000,000"
3749,Allianz, ,2012,"12,396,423"
3750,Allianz, ,2018,"12,000,000"
3751,Allianz, ,2004,"11,600,000"
3752,Allianz, ,2008,"10,050,000"
3753,Allianz, ,2012,"10,000,000"
3754,Allianz, ,2006,"5,000,000"
3755,Allianz, ,2015,"4,700,000"
3756,Allianz, ,2017,"1,800,000"
3757,Allianz, ,2011,"571,394"
3758,Allianz, ,2016,"550,000"
3759,Allianz, ,2007,"500,000"
3760,Allianz, ,2005,"425,000"
3761,Allianz, ,2015,"300,000"
3762,Allianz, ,2019,"170,535"
3763,Allianz, ,2013,"150,000"
3764,Allianz, ,2013,"135,000"
3765,Allianz, ,2008,"130,000"
3766,Allianz, ,2017,"63,483"
3767,Allianz, ,2019,"60,000"
3768,Allianz, ,2011,"50,000"
3769,Allianz, ,2006,"34,800"
3770,Allianz, ,2011,"29,500"
3771,Allianz, ,2002,"20,000"
3772,Allianz, ,2016,"15,000"
3773,Allianz, ,2016,"15,000"
3774,Allianz, ,2000,"14,000"
3775,Allianz, ,2002,"13,850"
3776,Allianz, ,2019,"13,500"
3777,Allianz, ,2011,"10,973"
3778,Allianz, ,2016,"10,000"
3779,Allianz, ,2018,"10,000"
3780,Allianz, ,2017,"9,850"
3781,Allianz, ,2005,"9,000"
3782,Allianz, ,2010,"7,500"
3783,Allianz, ,2007,"5,500"
3784,Allianz, ,2015,"5,000"
3785,Allianz, ,2015,"5,000"
3786,Allianz, ,2012,"5,000"
3787,Allianz, ,2016,"5,000"
3788,Allianz, ,2017,"5,000"
3789,Allied Interstate Inc., ,2018,"9,000,000"
3790,Allied Interstate Inc., ,2010,"1,750,000"
3791,Allied Interstate Inc., ,2017,"500,000"
3792,Allied Interstate Inc., ,2011,"90,000"
3793,Allied Interstate Inc., ,2011,"26,000"
3794,Allied Interstate Inc., ,2008,"22,500"
3795,Allied Interstate Inc., ,2010,"7,500"
3796,Allied Interstate Inc., ,2008,"5,422"
3797,Allied Motion Technologies,AMOT),2000,"40,000"
3798,Allied Motion Technologies,AMOT),2008,"39,034"
3799,Allied Motion Technologies,AMOT),2005,"8,000"
3800,Allied Motion Technologies,AMOT),2009,"5,565"
3801,Allied Universal Corp., ,2012,"40,230"
3802,Allied Universal Corp., ,2000,"38,000"
3803,Allied Universal Corp., ,2003,"9,036"
3804,Allied Universal Corp., ,2010,"9,000"
3805,Allied Universal Corp., ,2012,"7,700"
3806,Allied Universal Corp., ,2017,"7,000"
3807,Allied Universal Corp., ,2000,"5,170"
3808,Allied Universal Corp., ,2012,"5,000"
3809,Allied Universal Security Services, ,2019,"130,000,000"
3810,Allied Universal Security Services, ,2021,"15,000,000"
3811,Allied Universal Security Services, ,2016,"11,000,000"
3812,Allied Universal Security Services, ,2019,"5,600,000"
3813,Allied Universal Security Services, ,2020,"2,520,000"
3814,Allied Universal Security Services, ,2015,"2,400,000"
3815,Allied Universal Security Services, ,2016,"2,000,000"
3816,Allied Universal Security Services, ,2014,"1,300,000"
3817,Allied Universal Security Services, ,2021,"1,175,000"
3818,Allied Universal Security Services, ,2019,"786,434"
3819,Allied Universal Security Services, ,2018,"450,000"
3820,Allied Universal Security Services, ,2006,"397,266"
3821,Allied Universal Security Services, ,2016,"329,640"
3822,Allied Universal Security Services, ,2010,"290,000"
3823,Allied Universal Security Services, ,2007,"203,473"
3824,Allied Universal Security Services, ,2015,"160,348"
3825,Allied Universal Security Services, ,2006,"143,914"
3826,Allied Universal Security Services, ,2006,"135,675"
3827,Allied Universal Security Services, ,2005,"129,953"
3828,Allied Universal Security Services, ,2016,"115,000"
3829,Allied Universal Security Services, ,2009,"110,000"
3830,Allied Universal Security Services, ,2011,"94,951"
3831,Allied Universal Security Services, ,2004,"90,467"
3832,Allied Universal Security Services, ,2012,"90,293"
3833,Allied Universal Security Services, ,2018,"90,000"
3834,Allied Universal Security Services, ,2018,"77,390"
3835,Allied Universal Security Services, ,2015,"70,594"
3836,Allied Universal Security Services, ,2014,"60,273"
3837,Allied Universal Security Services, ,2008,"59,585"
3838,Allied Universal Security Services, ,2017,"57,780"
3839,Allied Universal Security Services, ,2020,"55,000"
3840,Allied Universal Security Services, ,2016,"54,396"
3841,Allied Universal Security Services, ,2010,"52,500"
3842,Allied Universal Security Services, ,2007,"51,000"
3843,Allied Universal Security Services, ,2016,"45,913"
3844,Allied Universal Security Services, ,2007,"45,726"
3845,Allied Universal Security Services, ,2016,"44,761"
3846,Allied Universal Security Services, ,2011,"42,181"
3847,Allied Universal Security Services, ,2007,"40,675"
3848,Allied Universal Security Services, ,2017,"40,598"
3849,Allied Universal Security Services, ,2015,"38,315"
3850,Allied Universal Security Services, ,2018,"38,148"
3851,Allied Universal Security Services, ,2011,"38,081"
3852,Allied Universal Security Services, ,2003,"35,000"
3853,Allied Universal Security Services, ,2003,"35,000"
3854,Allied Universal Security Services, ,2006,"33,582"
3855,Allied Universal Security Services, ,2012,"32,751"
3856,Allied Universal Security Services, ,2014,"29,290"
3857,Allied Universal Security Services, ,2019,"29,250"
3858,Allied Universal Security Services, ,2019,"28,794"
3859,Allied Universal Security Services, ,2019,"28,000"
3860,Allied Universal Security Services, ,2020,"27,531"
3861,Allied Universal Security Services, ,2016,"27,450"
3862,Allied Universal Security Services, ,2013,"26,069"
3863,Allied Universal Security Services, ,2010,"25,044"
3864,Allied Universal Security Services, ,2012,"25,000"
3865,Allied Universal Security Services, ,2018,"24,314"
3866,Allied Universal Security Services, ,2007,"24,000"
3867,Allied Universal Security Services, ,2008,"22,160"
3868,Allied Universal Security Services, ,2016,"21,801"
3869,Allied Universal Security Services, ,2008,"21,389"
3870,Allied Universal Security Services, ,2018,"21,000"
3871,Allied Universal Security Services, ,2012,"20,731"
3872,Allied Universal Security Services, ,2006,"20,636"
3873,Allied Universal Security Services, ,2017,"19,870"
3874,Allied Universal Security Services, ,2000,"18,840"
3875,Allied Universal Security Services, ,2016,"17,618"
3876,Allied Universal Security Services, ,2014,"17,599"
3877,Allied Universal Security Services, ,2013,"17,296"
3878,Allied Universal Security Services, ,2017,"16,650"
3879,Allied Universal Security Services, ,2002,"16,245"
3880,Allied Universal Security Services, ,2012,"16,000"
3881,Allied Universal Security Services, ,2013,"15,386"
3882,Allied Universal Security Services, ,2018,"14,471"
3883,Allied Universal Security Services, ,2021,"14,400"
3884,Allied Universal Security Services, ,2020,"13,653"
3885,Allied Universal Security Services, ,2017,"12,000"
3886,Allied Universal Security Services, ,2006,"11,412"
3887,Allied Universal Security Services, ,2012,"11,294"
3888,Allied Universal Security Services, ,2018,"11,128"
3889,Allied Universal Security Services, ,2013,"11,083"
3890,Allied Universal Security Services, ,2018,"11,000"
3891,Allied Universal Security Services, ,2020,"10,688"
3892,Allied Universal Security Services, ,2018,"10,585"
3893,Allied Universal Security Services, ,2010,"10,524"
3894,Allied Universal Security Services, ,2018,"10,500"
3895,Allied Universal Security Services, ,2014,"10,115"
3896,Allied Universal Security Services, ,2001,"10,000"
3897,Allied Universal Security Services, ,2013,"9,820"
3898,Allied Universal Security Services, ,2016,"9,787"
3899,Allied Universal Security Services, ,2011,"9,578"
3900,Allied Universal Security Services, ,2018,"9,577"
3901,Allied Universal Security Services, ,2014,"9,260"
3902,Allied Universal Security Services, ,2017,"9,054"
3903,Allied Universal Security Services, ,2013,"8,950"
3904,Allied Universal Security Services, ,2015,"8,290"
3905,Allied Universal Security Services, ,2015,"8,290"
3906,Allied Universal Security Services, ,2015,"8,164"
3907,Allied Universal Security Services, ,2020,"8,137"
3908,Allied Universal Security Services, ,2015,"8,000"
3909,Allied Universal Security Services, ,2013,"7,870"
3910,Allied Universal Security Services, ,2013,"7,870"
3911,Allied Universal Security Services, ,2008,"7,768"
3912,Allied Universal Security Services, ,2012,"7,766"
3913,Allied Universal Security Services, ,2014,"7,425"
3914,Allied Universal Security Services, ,2014,"7,398"
3915,Allied Universal Security Services, ,2021,"7,315"
3916,Allied Universal Security Services, ,2010,"7,300"
3917,Allied Universal Security Services, ,2015,"7,050"
3918,Allied Universal Security Services, ,2008,"7,000"
3919,Allied Universal Security Services, ,2018,"7,000"
3920,Allied Universal Security Services, ,2008,"6,950"
3921,Allied Universal Security Services, ,2017,"6,400"
3922,Allied Universal Security Services, ,2008,"6,091"
3923,Allied Universal Security Services, ,2019,"6,032"
3924,Allied Universal Security Services, ,2017,"5,875"
3925,Allied Universal Security Services, ,2012,"5,849"
3926,Allied Universal Security Services, ,2011,"5,600"
3927,Allied Universal Security Services, ,2015,"5,495"
3928,Allied Universal Security Services, ,2013,"5,375"
3929,Allied Universal Security Services, ,2014,"5,300"
3930,Allied Universal Security Services, ,2011,"5,232"
3931,Allied Universal Security Services, ,2020,"5,205"
3932,Allied Universal Security Services, ,2020,"5,205"
3933,Allied Universal Security Services, ,2010,"5,125"
3934,Allied Universal Security Services, ,2010,"5,000"
3935,Allied Universal Security Services, ,2008,"5,000"
3936,Allied Universal Security Services, ,2017,"5,000"
3937,Allina Health System, ,2002,"16,000,000"
3938,Allina Health System, ,2015,"2,560,000"
3939,Allina Health System, ,2010,"428,656"
3940,Allina Health System, ,2008,"350,000"
3941,Allina Health System, ,2005,"54,658"
3942,Allina Health System, ,2000,"7,700"
3943,Allison Transmission,ALSN),2002,"9,000"
3944,Allison Transmission,ALSN),2021,"8,000"
3945,Allscripts Healthcare Solutions,MDRX),2020,"145,000,000"
3946,Allscripts Healthcare Solutions,MDRX),2020,"118,600,000"
3947,Allstate,ALL),2005,"120,000,000"
3948,Allstate,ALL),2008,"71,300,000"
3949,Allstate,ALL),2005,"34,000,000"
3950,Allstate,ALL),2007,"18,250,000"
3951,Allstate,ALL),2007,"11,720,000"
3952,Allstate,ALL),2010,"10,000,000"
3953,Allstate,ALL),2018,"5,500,000"
3954,Allstate,ALL),2009,"4,500,000"
3955,Allstate,ALL),2003,"3,440,000"
3956,Allstate,ALL),2017,"2,000,000"
3957,Allstate,ALL),2012,"1,972,635"
3958,Allstate,ALL),2007,"1,700,000"
3959,Allstate,ALL),2020,"1,455,368"
3960,Allstate,ALL),2010,"879,510"
3961,Allstate,ALL),2010,"680,718"
3962,Allstate,ALL),2016,"600,000"
3963,Allstate,ALL),2018,"233,963"
3964,Allstate,ALL),2021,"225,000"
3965,Allstate,ALL),2020,"200,000"
3966,Allstate,ALL),2015,"197,201"
3967,Allstate,ALL),2021,"196,250"
3968,Allstate,ALL),2019,"167,500"
3969,Allstate,ALL),2010,"154,500"
3970,Allstate,ALL),2018,"150,000"
3971,Allstate,ALL),2004,"150,000"
3972,Allstate,ALL),2007,"125,000"
3973,Allstate,ALL),2017,"103,414"
3974,Allstate,ALL),2019,"75,000"
3975,Allstate,ALL),2020,"75,000"
3976,Allstate,ALL),2002,"69,500"
3977,Allstate,ALL),2015,"60,000"
3978,Allstate,ALL),2006,"60,000"
3979,Allstate,ALL),2018,"60,000"
3980,Allstate,ALL),2003,"58,988"
3981,Allstate,ALL),2015,"50,508"
3982,Allstate,ALL),2011,"50,000"
3983,Allstate,ALL),2016,"50,000"
3984,Allstate,ALL),2013,"50,000"
3985,Allstate,ALL),2003,"50,000"
3986,Allstate,ALL),2011,"50,000"
3987,Allstate,ALL),2020,"50,000"
3988,Allstate,ALL),2021,"50,000"
3989,Allstate,ALL),2014,"40,100"
3990,Allstate,ALL),2019,"40,000"
3991,Allstate,ALL),2011,"40,000"
3992,Allstate,ALL),2011,"40,000"
3993,Allstate,ALL),2009,"36,000"
3994,Allstate,ALL),2019,"35,000"
3995,Allstate,ALL),2018,"32,500"
3996,Allstate,ALL),2003,"31,300"
3997,Allstate,ALL),2011,"28,000"
3998,Allstate,ALL),2015,"25,000"
3999,Allstate,ALL),2011,"25,000"
4000,Allstate,ALL),2004,"25,000"
4001,Allstate,ALL),2017,"25,000"
4002,Allstate,ALL),2004,"25,000"
4003,Allstate,ALL),2010,"25,000"
4004,Allstate,ALL),2022,"25,000"
4005,Allstate,ALL),2002,"21,300"
4006,Allstate,ALL),2009,"20,000"
4007,Allstate,ALL),2013,"18,000"
4008,Allstate,ALL),2017,"18,000"
4009,Allstate,ALL),2006,"18,000"
4010,Allstate,ALL),2013,"17,954"
4011,Allstate,ALL),2009,"16,500"
4012,Allstate,ALL),2004,"15,000"
4013,Allstate,ALL),2002,"15,000"
4014,Allstate,ALL),2010,"15,000"
4015,Allstate,ALL),2010,"15,000"
4016,Allstate,ALL),2013,"15,000"
4017,Allstate,ALL),2000,"12,750"
4018,Allstate,ALL),2019,"12,500"
4019,Allstate,ALL),2018,"12,500"
4020,Allstate,ALL),2003,"12,220"
4021,Allstate,ALL),2005,"10,500"
4022,Allstate,ALL),2003,"10,000"
4023,Allstate,ALL),2014,"10,000"
4024,Allstate,ALL),2010,"10,000"
4025,Allstate,ALL),2001,"10,000"
4026,Allstate,ALL),2014,"10,000"
4027,Allstate,ALL),2017,"10,000"
4028,Allstate,ALL),2016,"10,000"
4029,Allstate,ALL),2018,"10,000"
4030,Allstate,ALL),2002,"10,000"
4031,Allstate,ALL),2015,"10,000"
4032,Allstate,ALL),2021,"10,000"
4033,Allstate,ALL),2008,"9,483"
4034,Allstate,ALL),2010,"9,000"
4035,Allstate,ALL),2012,"8,000"
4036,Allstate,ALL),2007,"8,000"
4037,Allstate,ALL),2020,"7,500"
4038,Allstate,ALL),2014,"7,500"
4039,Allstate,ALL),2014,"7,500"
4040,Allstate,ALL),2021,"7,500"
4041,Allstate,ALL),2021,"7,500"
4042,Allstate,ALL),2014,"5,000"
4043,Allstate,ALL),2015,"5,000"
4044,Allstate,ALL),2012,"5,000"
4045,Allstate,ALL),2016,"5,000"
4046,Allstate,ALL),2012,"5,000"
4047,Allstate,ALL),2009,"5,000"
4048,Allstate,ALL),2009,"5,000"
4049,Allstate,ALL),2009,"5,000"
4050,Allstate,ALL),2018,"5,000"
4051,Allstate,ALL),2005,"5,000"
4052,Allstate,ALL),2013,"5,000"
4053,Ally Financial,ALLY),2012,"309,600,000"
4054,Ally Financial,ALLY),2012,"207,000,000"
4055,Ally Financial,ALLY),2012,"109,628,425"
4056,Ally Financial,ALLY),2013,"98,000,000"
4057,Ally Financial,ALLY),2016,"52,000,000"
4058,Ally Financial,ALLY),2004,"9,600,000"
4059,Ally Financial,ALLY),2014,"2,000,000"
4060,Ally Financial,ALLY),2008,"200,000"
4061,Ally Financial,ALLY),2019,"198,311"
4062,Ally Financial,ALLY),2017,"164,143"
4063,Ally Financial,ALLY),2006,"57,750"
4064,Ally Financial,ALLY),2010,"50,000"
4065,Ally Financial,ALLY),2010,"43,000"
4066,Ally Financial,ALLY),2017,"34,169"
4067,Ally Financial,ALLY),2013,"15,000"
4068,Ally Financial,ALLY),2011,"7,500"
4069,Ally Financial,ALLY),2011,"7,500"
4070,Ally Financial,ALLY),2010,"5,505"
4071,Almatis, ,2008,"12,248"
4072,Almatis, ,2008,"11,306"
4073,Almatis, ,2008,"9,634"
4074,Almatis, ,2012,"7,774"
4075,Almatis, ,2008,"5,961"
4076,Almatis, ,2008,"5,080"
4077,Almatis, ,2008,"5,080"
4078,Almatis, ,2008,"5,080"
4079,Alorica, ,2016,"9,250,000"
4080,Alorica, ,2018,"3,500,000"
4081,Alorica, ,2004,"1,500,000"
4082,Alorica, ,2012,"950,000"
4083,Alorica, ,2017,"700,000"
4084,Alorica, ,2008,"400,000"
4085,Alorica, ,2010,"200,000"
4086,Alorica, ,2013,"135,000"
4087,Alorica, ,2016,"100,000"
4088,Alorica, ,2012,"50,000"
4089,Alorica, ,2020,"44,972"
4090,Alorica, ,2010,"33,741"
4091,Alorica, ,2019,"12,190"
4092,Alorica, ,2007,"10,000"
4093,Alorica, ,2009,"8,160"
4094,Alorica, ,2006,"7,058"
4095,Alorica, ,2009,"6,500"
4096,Alorica, ,2019,"5,000"
4097,Alpha Metallurgical Resources,AMR),2014,"227,500,000"
4098,Alpha Metallurgical Resources,AMR),2011,"209,000,000"
4099,Alpha Metallurgical Resources,AMR),2014,"25,987,500"
4100,Alpha Metallurgical Resources,AMR),2014,"22,792,515"
4101,Alpha Metallurgical Resources,AMR),2008,"20,000,000"
4102,Alpha Metallurgical Resources,AMR),2014,"13,750,000"
4103,Alpha Metallurgical Resources,AMR),2008,"13,300,000"
4104,Alpha Metallurgical Resources,AMR),2009,"8,750,000"
4105,Alpha Metallurgical Resources,AMR),2008,"6,700,000"
4106,Alpha Metallurgical Resources,AMR),2008,"4,200,000"
4107,Alpha Metallurgical Resources,AMR),2014,"1,512,500"
4108,Alpha Metallurgical Resources,AMR),2018,"886,250"
4109,Alpha Metallurgical Resources,AMR),2018,"886,250"
4110,Alpha Metallurgical Resources,AMR),2011,"761,000"
4111,Alpha Metallurgical Resources,AMR),2008,"750,000"
4112,Alpha Metallurgical Resources,AMR),2002,"729,700"
4113,Alpha Metallurgical Resources,AMR),2004,"500,000"
4114,Alpha Metallurgical Resources,AMR),2003,"500,000"
4115,Alpha Metallurgical Resources,AMR),2007,"440,000"
4116,Alpha Metallurgical Resources,AMR),2017,"260,538"
4117,Alpha Metallurgical Resources,AMR),2000,"234,969"
4118,Alpha Metallurgical Resources,AMR),2011,"220,000"
4119,Alpha Metallurgical Resources,AMR),2011,"220,000"
4120,Alpha Metallurgical Resources,AMR),2011,"220,000"
4121,Alpha Metallurgical Resources,AMR),2011,"220,000"
4122,Alpha Metallurgical Resources,AMR),2011,"220,000"
4123,Alpha Metallurgical Resources,AMR),2011,"220,000"
4124,Alpha Metallurgical Resources,AMR),2011,"220,000"
4125,Alpha Metallurgical Resources,AMR),2011,"220,000"
4126,Alpha Metallurgical Resources,AMR),2011,"220,000"
4127,Alpha Metallurgical Resources,AMR),2011,"220,000"
4128,Alpha Metallurgical Resources,AMR),2011,"220,000"
4129,Alpha Metallurgical Resources,AMR),2011,"220,000"
4130,Alpha Metallurgical Resources,AMR),2011,"220,000"
4131,Alpha Metallurgical Resources,AMR),2011,"220,000"
4132,Alpha Metallurgical Resources,AMR),2011,"220,000"
4133,Alpha Metallurgical Resources,AMR),2011,"220,000"
4134,Alpha Metallurgical Resources,AMR),2011,"220,000"
4135,Alpha Metallurgical Resources,AMR),2011,"220,000"
4136,Alpha Metallurgical Resources,AMR),2011,"220,000"
4137,Alpha Metallurgical Resources,AMR),2011,"220,000"
4138,Alpha Metallurgical Resources,AMR),2011,"220,000"
4139,Alpha Metallurgical Resources,AMR),2006,"212,700"
4140,Alpha Metallurgical Resources,AMR),2006,"212,700"
4141,Alpha Metallurgical Resources,AMR),2006,"177,600"
4142,Alpha Metallurgical Resources,AMR),2009,"167,600"
4143,Alpha Metallurgical Resources,AMR),2009,"167,600"
4144,Alpha Metallurgical Resources,AMR),2008,"158,900"
4145,Alpha Metallurgical Resources,AMR),2008,"158,900"
4146,Alpha Metallurgical Resources,AMR),2006,"158,000"
4147,Alpha Metallurgical Resources,AMR),2009,"126,929"
4148,Alpha Metallurgical Resources,AMR),2012,"126,000"
4149,Alpha Metallurgical Resources,AMR),2014,"110,200"
4150,Alpha Metallurgical Resources,AMR),2007,"109,762"
4151,Alpha Metallurgical Resources,AMR),2011,"106,114"
4152,Alpha Metallurgical Resources,AMR),2014,"101,500"
4153,Alpha Metallurgical Resources,AMR),2012,"100,000"
4154,Alpha Metallurgical Resources,AMR),2008,"92,930"
4155,Alpha Metallurgical Resources,AMR),2008,"90,930"
4156,Alpha Metallurgical Resources,AMR),2008,"90,000"
4157,Alpha Metallurgical Resources,AMR),2014,"87,500"
4158,Alpha Metallurgical Resources,AMR),2014,"87,500"
4159,Alpha Metallurgical Resources,AMR),2008,"75,000"
4160,Alpha Metallurgical Resources,AMR),2014,"75,000"
4161,Alpha Metallurgical Resources,AMR),2014,"72,400"
4162,Alpha Metallurgical Resources,AMR),2014,"71,050"
4163,Alpha Metallurgical Resources,AMR),2015,"70,350"
4164,Alpha Metallurgical Resources,AMR),2009,"70,200"
4165,Alpha Metallurgical Resources,AMR),2010,"70,000"
4166,Alpha Metallurgical Resources,AMR),2010,"70,000"
4167,Alpha Metallurgical Resources,AMR),2009,"70,000"
4168,Alpha Metallurgical Resources,AMR),2010,"70,000"
4169,Alpha Metallurgical Resources,AMR),2010,"70,000"
4170,Alpha Metallurgical Resources,AMR),2008,"70,000"
4171,Alpha Metallurgical Resources,AMR),2011,"70,000"
4172,Alpha Metallurgical Resources,AMR),2011,"70,000"
4173,Alpha Metallurgical Resources,AMR),2011,"70,000"
4174,Alpha Metallurgical Resources,AMR),2011,"70,000"
4175,Alpha Metallurgical Resources,AMR),2011,"70,000"
4176,Alpha Metallurgical Resources,AMR),2011,"70,000"
4177,Alpha Metallurgical Resources,AMR),2010,"70,000"
4178,Alpha Metallurgical Resources,AMR),2008,"70,000"
4179,Alpha Metallurgical Resources,AMR),2010,"70,000"
4180,Alpha Metallurgical Resources,AMR),2010,"70,000"
4181,Alpha Metallurgical Resources,AMR),2011,"70,000"
4182,Alpha Metallurgical Resources,AMR),2011,"70,000"
4183,Alpha Metallurgical Resources,AMR),2011,"70,000"
4184,Alpha Metallurgical Resources,AMR),2011,"70,000"
4185,Alpha Metallurgical Resources,AMR),2011,"70,000"
4186,Alpha Metallurgical Resources,AMR),2011,"70,000"
4187,Alpha Metallurgical Resources,AMR),2011,"70,000"
4188,Alpha Metallurgical Resources,AMR),2011,"70,000"
4189,Alpha Metallurgical Resources,AMR),2011,"70,000"
4190,Alpha Metallurgical Resources,AMR),2008,"70,000"
4191,Alpha Metallurgical Resources,AMR),2010,"70,000"
4192,Alpha Metallurgical Resources,AMR),2010,"70,000"
4193,Alpha Metallurgical Resources,AMR),2011,"70,000"
4194,Alpha Metallurgical Resources,AMR),2011,"70,000"
4195,Alpha Metallurgical Resources,AMR),2011,"70,000"
4196,Alpha Metallurgical Resources,AMR),2011,"70,000"
4197,Alpha Metallurgical Resources,AMR),2011,"70,000"
4198,Alpha Metallurgical Resources,AMR),2011,"70,000"
4199,Alpha Metallurgical Resources,AMR),2011,"70,000"
4200,Alpha Metallurgical Resources,AMR),2011,"70,000"
4201,Alpha Metallurgical Resources,AMR),2011,"70,000"
4202,Alpha Metallurgical Resources,AMR),2011,"70,000"
4203,Alpha Metallurgical Resources,AMR),2010,"70,000"
4204,Alpha Metallurgical Resources,AMR),2010,"70,000"
4205,Alpha Metallurgical Resources,AMR),2010,"70,000"
4206,Alpha Metallurgical Resources,AMR),2010,"70,000"
4207,Alpha Metallurgical Resources,AMR),2010,"70,000"
4208,Alpha Metallurgical Resources,AMR),2010,"70,000"
4209,Alpha Metallurgical Resources,AMR),2011,"70,000"
4210,Alpha Metallurgical Resources,AMR),2011,"70,000"
4211,Alpha Metallurgical Resources,AMR),2011,"70,000"
4212,Alpha Metallurgical Resources,AMR),2011,"70,000"
4213,Alpha Metallurgical Resources,AMR),2011,"70,000"
4214,Alpha Metallurgical Resources,AMR),2011,"70,000"
4215,Alpha Metallurgical Resources,AMR),2011,"70,000"
4216,Alpha Metallurgical Resources,AMR),2011,"70,000"
4217,Alpha Metallurgical Resources,AMR),2011,"70,000"
4218,Alpha Metallurgical Resources,AMR),2011,"70,000"
4219,Alpha Metallurgical Resources,AMR),2010,"70,000"
4220,Alpha Metallurgical Resources,AMR),2010,"70,000"
4221,Alpha Metallurgical Resources,AMR),2010,"70,000"
4222,Alpha Metallurgical Resources,AMR),2010,"70,000"
4223,Alpha Metallurgical Resources,AMR),2011,"70,000"
4224,Alpha Metallurgical Resources,AMR),2011,"70,000"
4225,Alpha Metallurgical Resources,AMR),2011,"70,000"
4226,Alpha Metallurgical Resources,AMR),2011,"70,000"
4227,Alpha Metallurgical Resources,AMR),2011,"70,000"
4228,Alpha Metallurgical Resources,AMR),2011,"70,000"
4229,Alpha Metallurgical Resources,AMR),2011,"70,000"
4230,Alpha Metallurgical Resources,AMR),2010,"70,000"
4231,Alpha Metallurgical Resources,AMR),2010,"70,000"
4232,Alpha Metallurgical Resources,AMR),2010,"70,000"
4233,Alpha Metallurgical Resources,AMR),2010,"70,000"
4234,Alpha Metallurgical Resources,AMR),2010,"70,000"
4235,Alpha Metallurgical Resources,AMR),2010,"70,000"
4236,Alpha Metallurgical Resources,AMR),2011,"70,000"
4237,Alpha Metallurgical Resources,AMR),2011,"70,000"
4238,Alpha Metallurgical Resources,AMR),2011,"70,000"
4239,Alpha Metallurgical Resources,AMR),2011,"70,000"
4240,Alpha Metallurgical Resources,AMR),2011,"70,000"
4241,Alpha Metallurgical Resources,AMR),2011,"70,000"
4242,Alpha Metallurgical Resources,AMR),2011,"70,000"
4243,Alpha Metallurgical Resources,AMR),2011,"70,000"
4244,Alpha Metallurgical Resources,AMR),2010,"70,000"
4245,Alpha Metallurgical Resources,AMR),2008,"70,000"
4246,Alpha Metallurgical Resources,AMR),2009,"70,000"
4247,Alpha Metallurgical Resources,AMR),2011,"70,000"
4248,Alpha Metallurgical Resources,AMR),2011,"70,000"
4249,Alpha Metallurgical Resources,AMR),2011,"70,000"
4250,Alpha Metallurgical Resources,AMR),2011,"70,000"
4251,Alpha Metallurgical Resources,AMR),2011,"70,000"
4252,Alpha Metallurgical Resources,AMR),2011,"70,000"
4253,Alpha Metallurgical Resources,AMR),2011,"70,000"
4254,Alpha Metallurgical Resources,AMR),2011,"70,000"
4255,Alpha Metallurgical Resources,AMR),2011,"70,000"
4256,Alpha Metallurgical Resources,AMR),2011,"70,000"
4257,Alpha Metallurgical Resources,AMR),2011,"70,000"
